description	gene
Quinone cofactor methyltransferase activity GO:0030580	ubiE
Ketone biosynthetic process GO:0042181	dxs
Ketone biosynthetic process GO:0042181	ubiG
Ketone biosynthetic process GO:0042181	ubiH
Ketone biosynthetic process GO:0042181	ispB
Ketone biosynthetic process GO:0042181	ubiE
Ketone biosynthetic process GO:0042181	ubiJ
Ketone biosynthetic process GO:0042181	ubiB
Ketone biosynthetic process GO:0042181	ubiD
Protein localization to cell periphery GO:1990778	lolC
Protein localization to cell periphery GO:1990778	lolD
Succinate dehydrogenase activity GO:0000104	sdhC
Succinate dehydrogenase activity GO:0000104	sdhD
Succinate dehydrogenase activity GO:0000104	sdhA
Succinate dehydrogenase activity GO:0000104	sdhB
Long-chain fatty acid biosynthetic process GO:0042759	accD
DnaB-DnaC-DnaT-PriA-PriB complex GO:1990158	priB
DnaB-DnaC-DnaT-PriA-PriB complex GO:1990158	dnaC
De novo protein folding GO:0006458	dnaK
De novo protein folding GO:0006458	groS
Cell division GO:0051301	ftsL
Cell division GO:0051301	ftsI
Cell division GO:0051301	murF
Cell division GO:0051301	murD
Cell division GO:0051301	murC
Cell division GO:0051301	ftsQ
Cell division GO:0051301	ftsA
Cell division GO:0051301	ftsZ
Cell division GO:0051301	dicA
Cell division GO:0051301	zipA
Cell division GO:0051301	murA
Cell division GO:0051301	mreB
Cell division GO:0051301	yihA
Cell division GO:0051301	murB
ncRNA metabolic process GO:0034660	rsmH
ncRNA metabolic process GO:0034660	proS
ncRNA metabolic process GO:0034660	cysS
ncRNA metabolic process GO:0034660	leuS
ncRNA metabolic process GO:0034660	glnS
ncRNA metabolic process GO:0034660	serS
ncRNA metabolic process GO:0034660	asnS
ncRNA metabolic process GO:0034660	tyrS
ncRNA metabolic process GO:0034660	pheT
ncRNA metabolic process GO:0034660	pheS
ncRNA metabolic process GO:0034660	thrS
ncRNA metabolic process GO:0034660	aspS
ncRNA metabolic process GO:0034660	argS
ncRNA metabolic process GO:0034660	gltX
ncRNA metabolic process GO:0034660	hisS
ncRNA metabolic process GO:0034660	rnc
ncRNA metabolic process GO:0034660	rimM
ncRNA metabolic process GO:0034660	alaS
ncRNA metabolic process GO:0034660	rppH
ncRNA metabolic process GO:0034660	rlmE
ncRNA metabolic process GO:0034660	rpsK
ncRNA metabolic process GO:0034660	trpS
ncRNA metabolic process GO:0034660	glyS
ncRNA metabolic process GO:0034660	glyQ
ncRNA metabolic process GO:0034660	rnpA
ncRNA metabolic process GO:0034660	rplA
ncRNA metabolic process GO:0034660	valS
Oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor GO:0016682	cyoA
Oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor GO:0016682	cydB
DNA topological change GO:0006265	topA
DNA topological change GO:0006265	gyrB
Purine nucleoside bisphosphate biosynthetic process GO:0034033	aceF
Purine nucleoside bisphosphate biosynthetic process GO:0034033	pta
Purine nucleoside bisphosphate biosynthetic process GO:0034033	accD
Purine nucleoside bisphosphate biosynthetic process GO:0034033	accB
Purine nucleoside bisphosphate biosynthetic process GO:0034033	dfp
Purine ribonucleotide biosynthetic process GO:0009152	aceF
Purine ribonucleotide biosynthetic process GO:0009152	adk
Purine ribonucleotide biosynthetic process GO:0009152	pta
Purine ribonucleotide biosynthetic process GO:0009152	accD
Purine ribonucleotide biosynthetic process GO:0009152	guaA
Purine ribonucleotide biosynthetic process GO:0009152	accB
Purine ribonucleotide biosynthetic process GO:0009152	dfp
Purine ribonucleotide biosynthetic process GO:0009152	atpC
Purine ribonucleotide biosynthetic process GO:0009152	atpD
Purine ribonucleotide biosynthetic process GO:0009152	atpG
Purine ribonucleotide biosynthetic process GO:0009152	atpA
Purine ribonucleotide biosynthetic process GO:0009152	atpH
Purine ribonucleotide biosynthetic process GO:0009152	atpE
Purine ribonucleotide biosynthetic process GO:0009152	atpB
Purine ribonucleotide biosynthetic process GO:0009152	cyaA
Cytokinetic process GO:0032506	ftsL
Cytokinetic process GO:0032506	ftsI
Cytokinetic process GO:0032506	ftsQ
Cytokinetic process GO:0032506	ftsA
Cytokinetic process GO:0032506	ftsZ
Cytokinetic process GO:0032506	zipA
Cytokinetic process GO:0032506	yihA
Purine nucleoside triphosphate metabolic process GO:0009144	aceF
Purine nucleoside triphosphate metabolic process GO:0009144	lpd
Purine nucleoside triphosphate metabolic process GO:0009144	mdh
Purine nucleoside triphosphate metabolic process GO:0009144	atpC
Purine nucleoside triphosphate metabolic process GO:0009144	atpD
Purine nucleoside triphosphate metabolic process GO:0009144	atpG
Purine nucleoside triphosphate metabolic process GO:0009144	atpA
Purine nucleoside triphosphate metabolic process GO:0009144	atpH
Purine nucleoside triphosphate metabolic process GO:0009144	atpE
Purine nucleoside triphosphate metabolic process GO:0009144	atpB
NAD(P)H dehydrogenase (quinone) activity GO:0003955	nuoN
NAD(P)H dehydrogenase (quinone) activity GO:0003955	nuoM
NAD(P)H dehydrogenase (quinone) activity GO:0003955	nuoL
NAD(P)H dehydrogenase (quinone) activity GO:0003955	nuoK
NAD(P)H dehydrogenase (quinone) activity GO:0003955	nuoJ
NAD(P)H dehydrogenase (quinone) activity GO:0003955	nuoI
NAD(P)H dehydrogenase (quinone) activity GO:0003955	nuoG
NAD(P)H dehydrogenase (quinone) activity GO:0003955	nuoF
NAD(P)H dehydrogenase (quinone) activity GO:0003955	nuoC
NAD(P)H dehydrogenase (quinone) activity GO:0003955	nuoB
NAD(P)H dehydrogenase (quinone) activity GO:0003955	nuoA
Negative regulation of DNA metabolic process GO:0051053	rplB
Negative regulation of DNA metabolic process GO:0051053	dnaN
Negative regulation of DNA metabolic process GO:0051053	dnaA
Phospholipid biosynthetic process GO:0008654	lpxC
Phospholipid biosynthetic process GO:0008654	cdsA
Phospholipid biosynthetic process GO:0008654	lpxB
Phospholipid biosynthetic process GO:0008654	dxs
Phospholipid biosynthetic process GO:0008654	ispA
Phospholipid biosynthetic process GO:0008654	lpxK
Phospholipid biosynthetic process GO:0008654	lpxL
Phospholipid biosynthetic process GO:0008654	acpP
Phospholipid biosynthetic process GO:0008654	pgsA
Phospholipid biosynthetic process GO:0008654	pssA
Phospholipid biosynthetic process GO:0008654	ispD
Phospholipid biosynthetic process GO:0008654	waaA
6,7-dimethyl-8-ribityllumazine synthase activity GO:0000906	ribE
Establishment or maintenance of cell polarity regulating cell shape GO:0071963	mreC
Pyruvate catabolic process GO:0042867	aceF
Pyruvate catabolic process GO:0042867	lpd
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoN
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoM
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoL
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoK
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoJ
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoI
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoH
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoG
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoF
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoC
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoB
Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor GO:0016655	nuoA
Ribosomal large subunit binding GO:0043023	der
Ribosomal large subunit binding GO:0043023	obgE
Succinate dehydrogenase complex GO:0045281	sdhC
Succinate dehydrogenase complex GO:0045281	sdhA
Lipoprotein biosynthetic process via signal peptide cleavage GO:0097304	lspA
7S RNA binding GO:0008312	ffh
Unfolded protein binding GO:0051082	dnaK
Unfolded protein binding GO:0051082	hscA
Unfolded protein binding GO:0051082	grpE
Unfolded protein binding GO:0051082	secB
Unfolded protein binding GO:0051082	groS
Regulation of developmental process GO:0050793	ftsI
Regulation of developmental process GO:0050793	murF
Regulation of developmental process GO:0050793	murD
Regulation of developmental process GO:0050793	murC
Regulation of developmental process GO:0050793	mrdA
Regulation of developmental process GO:0050793	murA
Regulation of developmental process GO:0050793	mreC
Regulation of developmental process GO:0050793	mreB
Regulation of developmental process GO:0050793	murB
Purine nucleotide biosynthetic process GO:0006164	aceF
Purine nucleotide biosynthetic process GO:0006164	adk
Purine nucleotide biosynthetic process GO:0006164	prs
Purine nucleotide biosynthetic process GO:0006164	pta
Purine nucleotide biosynthetic process GO:0006164	accD
Purine nucleotide biosynthetic process GO:0006164	guaA
Purine nucleotide biosynthetic process GO:0006164	accB
Purine nucleotide biosynthetic process GO:0006164	dfp
Purine nucleotide biosynthetic process GO:0006164	atpC
Purine nucleotide biosynthetic process GO:0006164	atpD
Purine nucleotide biosynthetic process GO:0006164	atpG
Purine nucleotide biosynthetic process GO:0006164	atpA
Purine nucleotide biosynthetic process GO:0006164	atpH
Purine nucleotide biosynthetic process GO:0006164	atpE
Purine nucleotide biosynthetic process GO:0006164	atpB
Purine nucleotide biosynthetic process GO:0006164	cyaA
Purine ribonucleoside diphosphate metabolic process GO:0009179	aceF
Purine ribonucleoside diphosphate metabolic process GO:0009179	lpd
Purine ribonucleoside diphosphate metabolic process GO:0009179	adk
Purine ribonucleoside diphosphate metabolic process GO:0009179	mdh
Purine ribonucleoside diphosphate metabolic process GO:0009179	gmk
Phospholipid metabolic process GO:0006644	lpxC
Phospholipid metabolic process GO:0006644	cdsA
Phospholipid metabolic process GO:0006644	lpxB
Phospholipid metabolic process GO:0006644	dxs
Phospholipid metabolic process GO:0006644	ispA
Phospholipid metabolic process GO:0006644	lpxK
Phospholipid metabolic process GO:0006644	lpxL
Phospholipid metabolic process GO:0006644	acpP
Phospholipid metabolic process GO:0006644	pgsA
Phospholipid metabolic process GO:0006644	pssA
Phospholipid metabolic process GO:0006644	ispD
Phospholipid metabolic process GO:0006644	waaA
Regulation of helicase activity GO:0051095	ssb
Negative regulation of ribosome biogenesis GO:0090071	obgE
Peptidoglycan biosynthetic process GO:0009252	ftsI
Peptidoglycan biosynthetic process GO:0009252	murF
Peptidoglycan biosynthetic process GO:0009252	murD
Peptidoglycan biosynthetic process GO:0009252	murC
Peptidoglycan biosynthetic process GO:0009252	mrdA
Peptidoglycan biosynthetic process GO:0009252	murA
Peptidoglycan biosynthetic process GO:0009252	mreC
Peptidoglycan biosynthetic process GO:0009252	mreB
Peptidoglycan biosynthetic process GO:0009252	murB
Transcriptional attenuation GO:0031555	rplD
Transcriptional attenuation GO:0031555	mgtL
Endoribonuclease complex GO:1902555	rnpA
Cell septum GO:0030428	ftsL
Cell septum GO:0030428	ftsI
Cell septum GO:0030428	ftsQ
Cell septum GO:0030428	ftsA
Cell septum GO:0030428	ftsZ
Cell septum GO:0030428	zipA
Oxidoreductase activity, acting on diphenols and related substances as donors GO:0016679	cyoA
Oxidoreductase activity, acting on diphenols and related substances as donors GO:0016679	cydB
Pre-primosome complex GO:1990099	priB
Pre-primosome complex GO:1990099	dnaC
RNA metabolic process GO:0016070	rsmH
RNA metabolic process GO:0016070	proS
RNA metabolic process GO:0016070	nusB
RNA metabolic process GO:0016070	cysS
RNA metabolic process GO:0016070	leuS
RNA metabolic process GO:0016070	glnS
RNA metabolic process GO:0016070	serS
RNA metabolic process GO:0016070	rpsA
RNA metabolic process GO:0016070	asnS
RNA metabolic process GO:0016070	dicA
RNA metabolic process GO:0016070	tyrS
RNA metabolic process GO:0016070	pheT
RNA metabolic process GO:0016070	pheS
RNA metabolic process GO:0016070	thrS
RNA metabolic process GO:0016070	aspS
RNA metabolic process GO:0016070	argS
RNA metabolic process GO:0016070	gltX
RNA metabolic process GO:0016070	hisS
RNA metabolic process GO:0016070	rnc
RNA metabolic process GO:0016070	rpoE
RNA metabolic process GO:0016070	rimM
RNA metabolic process GO:0016070	csrA
RNA metabolic process GO:0016070	alaS
RNA metabolic process GO:0016070	rpoS
RNA metabolic process GO:0016070	rppH
RNA metabolic process GO:0016070	dnaG
RNA metabolic process GO:0016070	rpoD
RNA metabolic process GO:0016070	nusA
RNA metabolic process GO:0016070	rlmE
RNA metabolic process GO:0016070	rpoA
RNA metabolic process GO:0016070	rpsD
RNA metabolic process GO:0016070	rpsK
RNA metabolic process GO:0016070	rplD
RNA metabolic process GO:0016070	rpsL
RNA metabolic process GO:0016070	crp
RNA metabolic process GO:0016070	trpS
RNA metabolic process GO:0016070	glyS
RNA metabolic process GO:0016070	glyQ
RNA metabolic process GO:0016070	gyrB
RNA metabolic process GO:0016070	rnpA
RNA metabolic process GO:0016070	nusG
RNA metabolic process GO:0016070	rplA
RNA metabolic process GO:0016070	rpoC
RNA metabolic process GO:0016070	orn
RNA metabolic process GO:0016070	priB
RNA metabolic process GO:0016070	valS
RNA metabolic process GO:0016070	dnaC
Prenyltransferase activity GO:0004659	ispA
Prenyltransferase activity GO:0004659	cyoE
Prenyltransferase activity GO:0004659	ispB
Fatty acid synthase activity GO:0004312	fabH
Fatty acid synthase activity GO:0004312	fabB
Positive regulation of cytoplasmic translation GO:2000767	rpsA
DNA conformation change GO:0071103	topA
DNA conformation change GO:0071103	dnaG
DNA conformation change GO:0071103	gyrB
DNA conformation change GO:0071103	dnaA
DNA conformation change GO:0071103	priB
DNA conformation change GO:0071103	dnaC
GTP binding GO:0005525	ftsZ
GTP binding GO:0005525	ribA
GTP binding GO:0005525	der
GTP binding GO:0005525	era
GTP binding GO:0005525	ffh
GTP binding GO:0005525	infB
GTP binding GO:0005525	obgE
GTP binding GO:0005525	fusA
GTP binding GO:0005525	ftsY
GTP binding GO:0005525	yihA
GTP binding GO:0005525	rsgA
UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity GO:0047480	murF
Pyrimidine deoxyribonucleoside monophosphate biosynthetic process GO:0009177	dcd
Pyrimidine deoxyribonucleoside monophosphate biosynthetic process GO:0009177	thyA
Deoxyribonucleoside triphosphate metabolic process GO:0009200	tmk
Deoxyribonucleoside triphosphate metabolic process GO:0009200	dcd
Deoxyribonucleoside triphosphate metabolic process GO:0009200	thyA
Regulation of DNA-templated DNA replication GO:0090329	rplB
Regulation of DNA-templated DNA replication GO:0090329	dnaN
Regulation of DNA-templated DNA replication GO:0090329	dnaA
Chaperone binding GO:0051087	dnaK
Chaperone binding GO:0051087	grpE
Chaperone binding GO:0051087	groS
Polyprenol biosynthetic process GO:0016094	ispB
2-oxoglutarate metabolic process GO:0006103	lpd
Positive regulation of DNA-templated DNA replication GO:2000105	dnaA
Maintenance of translational fidelity GO:1990145	rpsD
Maintenance of translational fidelity GO:1990145	rpsL
Ribonucleoside triphosphate metabolic process GO:0009199	aceF
Ribonucleoside triphosphate metabolic process GO:0009199	lpd
Ribonucleoside triphosphate metabolic process GO:0009199	mdh
Ribonucleoside triphosphate metabolic process GO:0009199	atpC
Ribonucleoside triphosphate metabolic process GO:0009199	atpD
Ribonucleoside triphosphate metabolic process GO:0009199	atpG
Ribonucleoside triphosphate metabolic process GO:0009199	atpA
Ribonucleoside triphosphate metabolic process GO:0009199	atpH
Ribonucleoside triphosphate metabolic process GO:0009199	atpE
Ribonucleoside triphosphate metabolic process GO:0009199	atpB
UDP-3-O-acyl-N-acetylglucosamine deacetylase activity GO:0103117	lpxC
DNA secondary structure binding GO:0000217	rpsP
DNA secondary structure binding GO:0000217	crp
ADP-L-glycero-beta-D-manno-heptose biosynthetic process GO:0097171	hldE
ADP-L-glycero-beta-D-manno-heptose biosynthetic process GO:0097171	rfaD
UDP-N-acetylmuramate-L-alanine ligase activity GO:0008763	murC
Intracellular protein transmembrane transport GO:0065002	secG
Intracellular protein transmembrane transport GO:0065002	secY
Intracellular protein transmembrane transport GO:0065002	secE
Cellular component macromolecule biosynthetic process GO:0070589	ftsI
Cellular component macromolecule biosynthetic process GO:0070589	murF
Cellular component macromolecule biosynthetic process GO:0070589	murD
Cellular component macromolecule biosynthetic process GO:0070589	murC
Cellular component macromolecule biosynthetic process GO:0070589	mrdA
Cellular component macromolecule biosynthetic process GO:0070589	murA
Cellular component macromolecule biosynthetic process GO:0070589	mreC
Cellular component macromolecule biosynthetic process GO:0070589	mreB
Cellular component macromolecule biosynthetic process GO:0070589	murB
Purine ribonucleotide interconversion GO:0015951	adk
Peptidoglycan-based cell wall biogenesis GO:0009273	ftsI
Peptidoglycan-based cell wall biogenesis GO:0009273	murF
Peptidoglycan-based cell wall biogenesis GO:0009273	murD
Peptidoglycan-based cell wall biogenesis GO:0009273	murC
Peptidoglycan-based cell wall biogenesis GO:0009273	mrdA
Peptidoglycan-based cell wall biogenesis GO:0009273	murA
Peptidoglycan-based cell wall biogenesis GO:0009273	mreC
Peptidoglycan-based cell wall biogenesis GO:0009273	mreB
Peptidoglycan-based cell wall biogenesis GO:0009273	murB
Cytochrome-c oxidase activity GO:0004129	cyoA
Fatty acid biosynthetic process GO:0006633	fabH
Fatty acid biosynthetic process GO:0006633	acpP
Fatty acid biosynthetic process GO:0006633	accD
Fatty acid biosynthetic process GO:0006633	fabB
Fatty acid biosynthetic process GO:0006633	accB
Protein insertion into membrane GO:0051205	secG
Protein insertion into membrane GO:0051205	secY
